,title,rating,acidity_structure,aftertaste,aroma,body,flavor,blind_assessment,coffee_origin,notes,roast_level,city,state,usd_per_oz
2065,Panama Finca San Sebastian,90.0,8.0,7.0,8.0,8.0,9.0,"Crisp, richly sweet. Lemon blossom, caramelized banana, fir, nutmeg, baker’s chocolate in aroma and cup. Bittersweet structure with mild acidity; lean, satiny mouthfeel. The gently drying finish leads with citrusy floral notes and caramelized banana in the short, consolidating to crisp, nutmeg-toned cocoa in the long.","Boquete growing region, western Panama","Produced at Finca San Sebastian from trees of the Catuai and Typica varieties of Arabica. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Jackrabbit Java selects the finest coffees from around the world and roasts them in Thermopolis, Wyoming’s fresh mountain air. All Jackrabbit Java coffees are specialty-grade and roasted to order. Visit www.jackrabbitjava.com for more information.",Medium-Light,Thermopolis, Wyoming,1.0
2066,Washed Ethiopia Worka,92.0,8.0,8.0,9.0,9.0,8.0,"High-toned, sweetly tart. Maple syrup, pistachio butter, dried peach, roasted cacao nib, allspice in aroma and cup. Sweet-tart structure with brisk acidity; velvety-smooth mouthfeel. The resonant finish is centered on notes of maple syrup and peach in the short and cocoa-toned pistachio butter in the long, with a hint of allspice. ","Yirgacheffe growing region, southern Ethiopia","This coffee was produced by farmers in the Worka Cooperative, currently representing 305 members. Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. It was processed by the wet or washed method (fruit skin and pulp are removed before drying). Ethiopia coffees processed with this method typically express great aromatic complexity and intensity, with a particular emphasis on floral notes. Coffee Dusk is a café and nano-roaster (using a one-pound roasting machine) based in Daejeon, South Korea. Visit https://www.instagram.com/COFFEEDUSK/ for more information.",Medium-Light,Daejeon, South Korea,1.41
2067,Static Kenya Kirimahiga,93.0,8.0,8.0,9.0,9.0,9.0,"Richly sweet-savory. Brown sugar, baker’s chocolate, black currant, rye grain or flour, fine musk in aroma and cup. Balanced, sweet-savory structure; plush, syrupy mouthfeel. The resonant finish consolidates to notes of chocolate and black currant.","Muranga County, south-central KenyaMur","Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Espresso Republic, founded in 2010, specializes in sourcing quality coffees and roasting them in small batches for both retail and wholesale customers. Visit www.espressorepublic.com for more information.",Medium-Light,Chino, California,1.92
2068,Ethiopia Yirgacheffe Natural G1,91.0,8.0,7.0,9.0,8.0,9.0,"Rich, sweet-toned, balanced. Nougat, pink peppercorn, lemongrass, roasted cacao nib, tea rose in aroma and cup. Floral-toned, bittersweet structure; delicate, satiny mouthfeel. Notes of aromatic wood and spice-toned florals carry the gently drying finish.","Yirgacheffe growing region, southern Ethiopia","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit, encouraging a flavor profile that is less predictable and deeper than the more familiar wet-processed floral- and citrus-toned Yirgacheffe profile. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. A.R.C., whose motto is “more than specialty,” rigorously controls three vital elements: sourcing of green coffee, roasting, and, in cafe environments, water quality for brewed coffee. For more information, visit http://www.arc.coffee/en/index.html",Medium-Light,Hong Kong, China,1.96
2069,“Blue Mountain Flavor” Blend,92.0,8.0,8.0,9.0,8.0,9.0,"Subtle, layered, sweetly tart. Blackcurrant, narcissus-like flowers, oregano, baker’s chocolate, molasses in aroma and cup. Sweet-tart in structure, with savory undertones; velvety-smooth mouthfeel. Baker’s chocolate is the throughline of the gently drying finish, with sweet floral notes in the short and blackcurrant and oregano in the long.",Not disclosed,"A.R.C., whose motto is “more than specialty,” rigorously controls three vital elements: sourcing of green coffee, roasting, and, in cafe environments, water quality for brewed coffee. For more information, visit http://www.arc.coffee/en/index.html.",Medium-Light,Hong Kong, China,1.05
2070,Ethiopia Yirgacheffe Washed G1,92.0,8.0,8.0,8.0,9.0,9.0,"Delicate, gently tart, spice-toned. Pomegranate, cocoa powder, lemon blossom, white peppercorn, hazelnut in aroma and cup. Lively, quietly complex structure; crisp, buoyant mouthfeel. The finish leads with gently drying notes of hazelnut and white peppercorn in the short and segues to cocoa-toned citrus blossoms in the long. ","Yirgacheffe growing region, southern Ethiopia","Produced in Yirgacheffe, a coffee region in southern Ethiopia that produces particularly distinctive coffees from traditional varieties of Arabica long grown in the region. Yirgacheffe coffees like this one processed by the wet or washed method (fruit skin and pulp are removed before drying) typically express great aromatic complexity and intensity. Like virtually all Yirgacheffe coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. A.R.C., whose motto is “more than specialty,” rigorously controls three vital elements: sourcing of green coffee, roasting, and, in cafe environments, water quality for brewed coffee. For more information, visit http://www.arc.coffee/en/index.html.",Medium-Light,Hong Kong, China,1.96
2071,Decaf Ethiopia Sidamo,90.0,8.0,8.0,8.0,7.0,9.0,"Surprising and melodic, delicate yet vivid. Lilac and lemon blossom, fresh sweet grass, honey, moist pipe tobacco, fresh-cut elm in aroma and cup. In structure subtly and sweetly tart. Very light, silky mouthfeel. Unexpectedly rich and flavor-saturated in the finish: pipe tobacco, honey, lemon blossom.","Sidama (also Sidamo) growing region, southern Ethiopia","Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees.  Decaffeinated at the Descamex plant in Mexico by the “Mountain Water Process” which does not involve use of solvents. Old Soul is a roastery, bakery and crafter of artisanal goods dedicated to quality in every form. Visit www.oldsoulco.com or call 916-443-7685 for more information.",Medium,Sacramento, California,1.62
2072,Ethiopia Natural Yirgacheffe Tore,93.0,8.0,8.0,9.0,9.0,9.0,"Deeply crisp, lushly floral. Rose, almond, dark chocolate, lime zest, peppermint in aroma and cup. Tartly sweet with a clear savory edge in structure; plump, juicy mouthfeel. Finish is complex and resonant in the short, consolidating around a fading lime and mint in the long. ","Tore Village, Yirgacheffe growing region, southern Ethiopia","Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. Processed by the dry or “natural” method, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information",Medium-Light,Chia-Yi, Taiwan,1.13
2073,Thiriku AA Kenya,95.0,9.0,9.0,9.0,9.0,9.0,"Intense; deep, spice-complicated sweetness. Black currant, baker’s chocolate, peppercorn medley, black sage, a hint of lush lily in aroma and cup. Balanced and lively in structure: sweetly tart with a savory edge. Plush, silky mouthfeel. Chocolate moves forward in a resonant, long, lively finish.",Central Kenya,"Produced by the Thiriku Coffee Growers Cooperative Society from trees of the SL-28, SL-34 and Ruiru varieties of Arabica. Processed by a particularly meticulous Kenya variation on the traditional wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. AA is the highest grade of Kenya coffee based on bean size and freedom from imperfections. Roasted at PT’s Coffee, where the motto is “without the love, it’s just coffee.” Visit www.ptscoffee.com or call 888-678-5282 for more information.",Medium,Topeka, Kansas,2.04
2074,Ethiopia Sidama,94.0,9.0,8.0,9.0,9.0,9.0,"Balanced, sweet-savory. Red currant, roasted cacao nib, clove, blood orange zest, frankincense in aroma and cup. Savory-sweet structure with lively acidity; syrupy mouthfeel. The resonant, spice-toned finish leads with intimations of clove and roasted cacao nib in the short, rounding to rich fruit tones with hints of frankincense in the long.","Sidama (also Sidamo) growing region, southern Ethiopia","This exceptional coffee was selected as the No. 17 coffee on Coffee Review’s list of the Top 30 Coffees of 2017.  This coffee also tied for the highest rating in a tasting of 71 organic-certified coffees from Africa for Coffee Review’s November 2017 tasting report. Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. This lot was processed by the wet or washed method (fruit skin and pulp are removed before drying). Organic and Fair Trade certified, the latter meaning they were purchased from small-holding farmers at a “fair” or economically sustainable price. Reunion Island Coffee is a quality-oriented roasting company founded by Canadian specialty coffee veteran Peter Pesce. Visit www.reunionislandcoffee.com or call 800-565-5950 for more information.",Medium,Oakville," Ontario, Canada",1.05
